cmor_label,title,miptable,cf_std_name,description,cell_methods,dimension,units,positive,realm,priority,requesting_mips,UKESM_component,Owner,Variable_mapping,PP_constraint,Stream,Plan,Ticket,Comment (this goes into file metadata?),Notes (this doesn't)
phymisc,Mole Concentration of Miscellaneous Phytoplankton expressed as Carbon in Sea Water,Omon,mole_concentration_of_miscellaneous_phytoplankton_expressed_as_carbon_in_sea_water,carbon concentration from additional phytoplankton component alone,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
zoocmisc,Other Zooplankton Carbon Concentration,Omon,mole_concentration_of_miscellaneous_zooplankton_expressed_as_carbon_in_sea_water,"carbon from additional zooplankton component concentrations alone (e.g. Micro, meso).  Since the models all have different numbers of components, this variable has been included to provide a check for intercomparison between models since some phytoplankton groups are supersets.",time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
o2,Dissolved Oxygen Concentration,Omon,mole_concentration_of_molecular_oxygen_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
no3,Dissolved Nitrate Concentration,Omon,mole_concentration_of_nitrate_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
detoc,Detrital Organic Carbon Concentration,Omon,mole_concentration_of_organic_detritus_expressed_as_carbon_in_sea_water,sum of detrital organic carbon component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
bsi,Particulate Biogenic Silica Concentration,Omon,mole_concentration_of_particulate_matter_expressed_as_silicon_in_sea_water,sum of particulate silica component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
bfe,Particulate Biogenic Iron Concentration,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water,sum of particulate organic iron component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
pon,Particulate Organic Nitrogen Concentration,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_nitrogen_in_sea_water,sum of particulate organic nitrogen component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
pop,Particulate Organic Phosphorus Concentration,Omon,mole_concentration_of_particulate_organic_matter_expressed_as_phosphorus_in_sea_water,sum of particulate organic phosphorus component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
po4,Dissolved Phosphate Concentration,Omon,mole_concentration_of_phosphate_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
phyc,Phytoplankton Carbon Concentration,Omon,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,"sum of phytoplankton carbon component concentrations.  In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., Diatom Carbon Concentration and Non-Diatom Phytoplankton Carbon Concentration",time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
phyfe,Phytoplankton Iron Concentration,Omon,mole_concentration_of_phytoplankton_expressed_as_iron_in_sea_water,sum of phytoplankton iron component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
phyn,Phytoplankton Nitrogen Concentration,Omon,mole_concentration_of_phytoplankton_expressed_as_nitrogen_in_sea_water,sum of phytoplankton nitrogen component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
phyp,Phytoplankton Phosphorus Concentration,Omon,mole_concentration_of_phytoplankton_expressed_as_phosphorus_in_sea_water,sum of phytoplankton phosphorus components,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
physi,Phytoplankton Silica Concentration,Omon,mole_concentration_of_phytoplankton_expressed_as_silicon_in_sea_water,sum of phytoplankton silica component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
phypico,Mole Concentration of Picophytoplankton expressed as Carbon in Sea Water,Omon,mole_concentration_of_picophytoplankton_expressed_as_carbon_in_sea_water,carbon concentration from the picophytoplankton (<2 um) component alone,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
si,Dissolved Silicate Concentration,Omon,mole_concentration_of_silicate_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
zooc,Zooplankton Carbon Concentration,Omon,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,sum of zooplankton carbon component concentrations,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
cfc11,Moles Per Unit Mass of CFC-11 in Sea Water,Omon,moles_of_cfc11_per_unit_mass_in_sea_water,,time: mean,longitude latitude olevel time  ,mol kg-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
cfc12,Moles Per Unit Mass of CFC-12 in Sea Water,Omon,moles_of_cfc12_per_unit_mass_in_sea_water,,time: mean,longitude latitude olevel time  ,mol kg-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
sf6,Moles Per Unit Mass of SF6 in Sea Water,Omon,moles_of_sf6_per_unit_mass_in_sea_water,,time: mean,longitude latitude olevel time  ,mol kg-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
rsntds,Net Downward Shortwave Radiation at Sea Water Surface,Omon,net_downward_shortwave_flux_at_sea_water_surface,"This is the flux into the surface of liquid sea water only. This excludes shortwave flux absorbed by sea ice, but includes any light that passes through the ice and is absorbed by the ocean.",time: mean area: mean where sea,longitude latitude time  ,W m-2,down,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
intpcalc,Net Primary Mole Productivity of Carbon by Calcareous Phytoplankton,Omon,net_primary_mole_productivity_of_carbon_by_calcareous_phytoplankton,,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpdiat,Primary Organic Carbon Production by Diatoms,Omon,net_primary_mole_productivity_of_carbon_by_diatoms,Vertically integrated primary (organic carbon) production by the diatom phytoplankton component alone,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpdiaz,Net Primary Mole Productivity of Carbon by Diazotrophs,Omon,net_primary_mole_productivity_of_carbon_by_diazotrophs,,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpmisc,Primary Organic Carbon Production by Other Phytoplankton,Omon,net_primary_mole_productivity_of_carbon_by_miscellaneous_phytoplankton,Vertically integrated total primary (organic carbon) production by other phytoplankton components alone,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpp,Primary Organic Carbon Production by All Types of Phytoplankton,Omon,net_primary_mole_productivity_of_carbon_by_phytoplankton,"Vertically integrated total primary (organic carbon) production by phytoplankton.  This should equal the sum of intpdiat+intpphymisc, but those individual components may be unavailable in some models.",time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intppico,Net Primary Mole Productivity of Carbon by Picophytoplankton,Omon,net_primary_mole_productivity_of_carbon_by_picophytoplankton,,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpnitrate,Primary Organic Carbon Production by Phytoplankton Based on Nitrate Uptake Alone,Omon,net_primary_mole_productivity_of_carbon_due_to_nitrate_utilization,Vertically integrated primary (organic carbon) production by phytoplankton based on nitrate uptake alone,time: mean area: where sea,longitude latitude time  ,mol m-2 s-1,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
limncalc,Nitrogen limitation of Calcareous Phytoplankton,Omon,nitrogen_limitation_of_calcareous_phytoplankton,,time: mean area: where sea,longitude latitude time  ,1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
limndiat,Nitrogen limitation of Diatoms,Omon,nitrogen_limitation_of_diatoms,,time: mean area: mean where sea,longitude latitude time  ,1,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
limndiaz,Nitrogen limitation of Diazotrophs,Omon,nitrogen_limitation_of_diazotrophs,,time: mean area: where sea,longitude latitude time  ,1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
limnmisc,Nitrogen Limitation of Other Phytoplankton,Omon,nitrogen_limitation_of_miscellaneous_phytoplankton,,time: mean area: where sea,longitude latitude time  ,1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
limnpico,Nitrogen limitation of Picophytoplankton,Omon,nitrogen_limitation_of_picophytoplankton,,time: mean area: where sea,longitude latitude time  ,1,,ocnBgchem,3,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
hfbasin,Northward Ocean Heat Transport,Omon,northward_ocean_heat_transport,"Contains contributions from all physical processes affecting the northward heat transport, including resolved advection, parameterized advection, lateral diffusion, etc. Diagnosed here as a function of latitude and basin.   Use Celsius for temperature scale.",time: mean,latitude basin time  ,W,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
htovgyre,Northward Ocean Heat Transport due to Gyre,Omon,northward_ocean_heat_transport_due_to_gyre,"From all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude basin time  ,W,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
htovovrt,Northward Ocean Heat Transport due to Overturning,Omon,northward_ocean_heat_transport_due_to_overturning,"From all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude basin time  ,W,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfbasinpadv,northward ocean heat transport due to parameterized eddy advection,Omon,northward_ocean_heat_transport_due_to_parameterized_eddy_advection,Contributions to heat transport from parameterized eddy-induced advective transport due to any subgrid advective process. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.,time: mean,latitude basin time  ,W,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfbasinpmadv,northward ocean heat transport due to parameterized mesoscale advection,Omon,northward_ocean_heat_transport_due_to_parameterized_mesoscale_advection,Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.,time: mean,latitude basin time  ,W,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfbasinpmdiff,northward ocean heat transport due to parameterized mesoscale diffusion,Omon,northward_ocean_heat_transport_due_to_parameterized_mesoscale_diffusion,"Contributions to heat transport from parameterized mesoscale eddy-induced diffusive transport (i.e., neutral diffusion). Diagnosed here as a function of latitude and basin.",time: mean,latitude basin time  ,W,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfbasinpsmadv,northward ocean heat transport due to parameterized submesoscale advection,Omon,northward_ocean_heat_transport_due_to_parameterized_submesoscale_advection,Contributions to heat transport from parameterized mesoscale eddy-induced advective transport. Diagnosed here as a function of latitude and basin.  Use Celsius for temperature scale.,time: mean,latitude basin time  ,W,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
sltovgyre,Northward Ocean Salt Transport due to Gyre,Omon,northward_ocean_salt_transport_due_to_gyre,"From all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude basin time  ,kg s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
sltovovrt,Northward Ocean Salt Transport due to Overturning,Omon,northward_ocean_salt_transport_due_to_overturning,"From all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude basin time  ,kg s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftbarot,Ocean Barotropic Mass Streamfunction,Omon,ocean_barotropic_mass_streamfunction,Streamfunction or its approximation for free surface models. See OMDP document for details.,time: mean,longitude latitude time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfx,Ocean Heat X Transport,Omon,ocean_heat_x_transport,Contains all contributions to x-ward heat transport from resolved and parameterized processes.  Use Celsius for temperature scale.,time: mean,longitude latitude olevel time  ,W,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
hfy,Ocean Heat Y Transport,Omon,ocean_heat_y_transport,Contains all contributions to y-ward heat transport from resolved and parameterized processes. Use Celsius for temperature scale.,time: mean,longitude latitude olevel time  ,W,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
intdic,Dissolved Inorganic Carbon Content,Omon,ocean_mass_content_of_dissolved_inorganic_carbon,Vertically integrated DIC,time: mean area: where sea,longitude latitude time  ,kg m-2,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intdoc,Dissolved Organic Carbon Content,Omon,ocean_mass_content_of_dissolved_organic_carbon,Vertically integrated DOC (explicit pools only),time: mean area: where sea,longitude latitude time  ,kg m-2,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
intpoc,Particulate Organic Carbon Content,Omon,ocean_mass_content_of_particulate_organic_carbon,Vertically integrated POC,time: mean area: where sea,longitude latitude time  ,kg m-2,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
umo,Ocean Mass X Transport,Omon,ocean_mass_x_transport,X-ward mass transport from resolved and parameterized advective transport.,time: mean,longitude latitude olevel time  ,kg s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
vmo,Ocean Mass Y Transport,Omon,ocean_mass_y_transport,Y-ward mass transport from resolved and parameterized advective transport.,time: mean,longitude latitude olevel time  ,kg s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftmrho,Ocean Meridional Overturning Mass Streamfunction,Omon,ocean_meridional_overturning_mass_streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude rho basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftmyz,Ocean Meridional Overturning Mass Streamfunction,Omon,ocean_meridional_overturning_mass_streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftmrhompa,ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,Omon,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection,CMIP5 called this due to Bolus Advection.  Name change respects the more general physics of the mesoscale parameterizations.,time: mean longitude: mean,latitude rho basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftmzmpa,ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,Omon,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection,CMIP5 called this due to Bolus Advection.  Name change respects the more general physics of the mesoscale parameterizations.,time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftmzsmpa,ocean meridional overturning mass streamfunction due to parameterized submesoscale advection,Omon,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_advection,Report only if there is a submesoscale eddy parameterization.,time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftyzsmpa,ocean Y overturning mass streamfunction due to parameterized submesoscale advection,Omon,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_submesoscale_advection,Report only if there is a submesoscale eddy parameterization.,time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
mlotst,Ocean Mixed Layer Thickness Defined by Sigma T,Omon,ocean_mixed_layer_thickness_defined_by_sigma_t,Sigma T is potential density referenced to ocean surface.,time: mean,longitude latitude time  ,m,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftyrho,Ocean Y Overturning Mass Streamfunction,Omon,ocean_y_overturning_mass_streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude rho basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftyyz,Ocean Y Overturning Mass Streamfunction,Omon,ocean_y_overturning_mass_streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.",time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftyrhompa,ocean Y overturning mass streamfunction due to parameterized mesoscale advection,Omon,ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection,CMIP5 called this due to Bolus Advection.  Name change respects the more general physics of the mesoscale parameterizations.,time: mean longitude: mean,latitude rho basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
msftyzmpa,ocean Y overturning mass streamfunction due to parameterized mesoscale advection,Omon,ocean_y_overturning_mass_streamfunction_due_to_parameterized_mesoscale_advection,CMIP5 called this due to Bolus Advection.  Name change respects the more general physics of the mesoscale parameterizations.,time: mean longitude: mean,latitude olevel basin time  ,kg s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
prra,Rainfall (i.e. liquid precipitation),Omon,rainfall_flux,computed as the total mass of liquid water falling as liquid rain  into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.,time: mean area: mean where ice_free_sea over sea,longitude latitude time  ,kg m-2 s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
sfriver,Salt Flux into Sea Water from Rivers,Omon,salt_flux_into_sea_water_from_rivers,"This field is physical, and it arises when rivers carry a nonzero salt content.  Often this is zero, with rivers assumed to be fresh.",time: mean area: mean where sea,longitude latitude time  ,kg m-2 s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
zos,Sea Surface Height Above Geoid,Omon,sea_surface_height_above_geoid,"This is the dynamic sea level, so should have zero global area mean. It should not include inverse barometer depressions from sea ice.",time: mean,longitude latitude time  ,m,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
sos,Sea Surface Salinity,Omon,sea_surface_salinity,,time: mean,longitude latitude time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tos,Sea Surface Temperature,Omon,sea_surface_temperature,"This may differ from surface temperature in regions of sea ice.For models using conservative temperature as prognostic field, they should report the SST as surface potential temperature, which is same as the surface in situ temperature.",time: mean,longitude latitude time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tosga,Global Average Sea Surface Temperature,Omon,sea_surface_temperature,"This may differ from surface temperature in regions of sea ice.This may differ from surface temperature in regions of sea ice.For models using conservative temperature as prognostic field, they should report the SST as surface potent",time: mean, time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
agessc,Sea Water Age Since Surface Contact,Omon,sea_water_age_since_surface_contact,,time: mean,longitude latitude olevel time  ,yr,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
bigthetao,Sea Water Conservative Temperature,Omon,sea_water_conservative_temperature,Diagnostic should be contributed only for models using conservative temperature as prognostic field.,time: mean,longitude latitude olevel time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
bigthetaoga,Global Average Sea Water Conservative Temperature,Omon,sea_water_conservative_temperature,Diagnostic should be contributed only for models using conservative temperature as prognostic field.,time: mean area: mean where sea, time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
masso,Sea Water Mass,Omon,sea_water_mass,"Total mass of liquid seawater. For Boussinesq models, report this diagnostic as Boussinesq reference density times total volume.",time: mean area: sum where sea, time  ,kg,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
masscello,Ocean Grid-Cell Mass per area,Omon,sea_water_mass_per_unit_area,"Tracer grid-cell mass per unit area used for computing tracer budgets. For Boussinesq models with static ocean grid cell thickness, masscello = rhozero*thickcello, where thickcello is static cell thickness and rhozero is constant Boussinesq reference density. More generally, masscello is time dependent and reported as part of Omon.",time: mean,longitude latitude olevel time  ,kg/m2,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
ph,pH,Omon,sea_water_ph_reported_on_total_scale,negative log of hydrogen ion concentration with the concentration expressed as mol H kg-1.,time: mean area: mean where sea,longitude latitude olevel time  ,1,,ocnBgchem,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",obgc,,,,,,,,
thetao,Sea Water Potential Temperature,Omon,sea_water_potential_temperature,Diagnostic should be contributed even for models using conservative temperature as prognostic field.,time: mean,longitude latitude olevel time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
thetaoga,Global Average Sea Water Potential Temperature,Omon,sea_water_potential_temperature,Diagnostic should be contributed even for models using conservative temperature as prognostic field,time: mean area: mean where sea, time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
tob,Sea Water Potential Temperature at Sea Floor,Omon,sea_water_potential_temperature_at_sea_floor,Potential temperature at the ocean bottom-most grid cell.,time: mean,longitude latitude time  ,C,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
pbo,Sea Water Pressure at Sea floor,Omon,sea_water_pressure_at_sea_floor,,time: mean,longitude latitude time  ,Pa,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
pso,Sea Water Pressure at Sea Water Surface,Omon,sea_water_pressure_at_sea_water_surface,,time: mean,longitude latitude time  ,Pa,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
so,Sea Water Salinity,Omon,sea_water_salinity,,time: mean,longitude latitude olevel time  ,0.001,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
soga,Global Mean Sea Water Salinity,Omon,sea_water_salinity,,time: mean area: mean where sea, time  ,0.001,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
sob,sea water salinity at sea floor,Omon,sea_water_salinity_at_sea_floor,Model prognostic salinity at bottom-most model grid cell,time: mean,longitude latitude time  ,0.001,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
mfo,Sea Water Transport,Omon,sea_water_transport_across_line,,time: mean,oline time  ,kg s-1,,ocean,2,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
volo,Sea Water Volume,Omon,sea_water_volume,Total volume of liquid seawater.,time: mean area: sum where sea, time  ,m3,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
uo,Sea Water X Velocity,Omon,sea_water_x_velocity,Prognostic x-ward velocity component resolved by the model.,time: mean,longitude latitude olevel time  ,m s-1,,ocean,1,"C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, VolMIP",ocean,,,,,,,,
